"Tarih","Şimdi","Açılış","Yüksek","Düşük","Fark %"
"25.09.2018","362,36","-5,28","-5,28","-5,28","-8,16%"
"24.09.2018","394,54","-6,18","-6,18","-6,18","-0,58%"
"21.09.2018","396,86","-4,37","-4,37","-4,37","-5,28%"
"20.09.2018","419,00","-4,32","-4,32","-4,32","-3,62%"
"19.09.2018","434,76","-3,49","-3,49","-3,49","1,76%"
"18.09.2018","427,22","-2,57","-2,57","-2,57","-0,11%"
"17.09.2018","427,71","-2,99","-2,99","-2,99","-4,55%"
"14.09.2018","448,08","-2,98","-2,98","-2,98","-12,18%"
"13.09.2018","510,25","-1,89","-1,89","-1,89","-1,71%"
"12.09.2018","519,15","0,37","0,37","0,37","0,80%"
"11.09.2018","515,02","0,77","0,77","0,77","-1,34%"
"10.09.2018","522,04","0,65","0,65","0,65","-6,47%"
"07.09.2018","558,15","0,86","0,86","0,86","0,00%"
"06.09.2018","558,15","1,62","1,62","1,62","-3,46%"
"05.09.2018","578,18","2,54","2,54","2,54","0,89%"
"04.09.2018","573,06","2,94","2,94","2,94","-1,72%"
"03.09.2018","583,08","2,84","2,84","2,84","6,75%"
"31.08.2018","546,23","3,08","3,08","3,08","7,15%"
"30.08.2018","509,80","1,53","1,53","1,53","7,81%"
"29.08.2018","472,89","0,36","0,36","0,36","-0,03%"
"28.08.2018","473,02","-0,78","-0,78","-0,78","0,00%"
"27.08.2018","473,01","-0,96","-0,96","-0,96","-0,86%"
"24.08.2018","477,13","-0,96","-0,96","-0,96","0,87%"
"23.08.2018","473,00","-0,88","-0,88","-0,88","-2,22%"
"22.08.2018","483,76","-1,04","-1,04","-1,04","-4,74%"
"21.08.2018","507,84","-0,63","-0,63","-0,63","3,04%"
"20.08.2018","492,84","0,31","0,31","0,31","-3,73%"
"17.08.2018","511,92","-0,17","-0,17","-0,17","0,00%"
"16.08.2018","511,92","-1,45","-1,45","-1,45","1,43%"
"15.08.2018","504,70","0,51","0,51","0,51","-10,11%"
"14.08.2018","561,45","0,15","0,15","0,15","27,69%"
"13.08.2018","439,69","2,27","2,27","2,27","18,27%"
"10.08.2018","371,77","-2,54","-2,54","-2,54","7,67%"
"09.08.2018","345,29","-5,31","-5,31","-5,31","0,00%"
"08.08.2018","345,29","-6,23","-6,23","-6,23","2,28%"
"07.08.2018","337,59","-6,42","-6,42","-6,42","2,37%"
"06.08.2018","329,78","-6,77","-6,77","-6,77","-3,71%"
"03.08.2018","342,48","-7,11","-7,11","-7,11","7,37%"
"02.08.2018","318,96","-6,60","-6,60","-6,60","0,59%"
"01.08.2018","317,09","-7,62","-7,62","-7,62","0,66%"
"31.07.2018","315,02","-7,70","-7,70","-7,70","1,55%"
"30.07.2018","310,22","-7,91","-7,91","-7,91","1,28%"
"27.07.2018","306,29","-8,03","-8,03","-8,03","-0,95%"
"26.07.2018","309,24","-8,23","-8,23","-8,23","-3,05%"
"25.07.2018","318,96","-8,09","-8,09","-8,09","7,07%"
"24.07.2018","297,89","-7,70","-7,70","-7,70","-1,77%"
"23.07.2018","303,27","-8,63","-8,63","-8,63","-2,25%"
"20.07.2018","310,24","-8,35","-8,35","-8,35","-0,93%"
"19.07.2018","313,16","-8,09","-8,09","-8,09","-0,61%"
"18.07.2018","315,07","-7,97","-7,97","-7,97","-3,00%"
"17.07.2018","324,83","-7,86","-7,86","-7,86","1,86%"
"16.07.2018","318,91","-7,41","-7,41","-7,41","-2,97%"
"13.07.2018","328,66","-7,73","-7,73","-7,73","1,80%"
"12.07.2018","322,84","-7,22","-7,22","-7,22","7,20%"
"11.07.2018","301,16","-7,56","-7,56","-7,56","10,73%"
"10.07.2018","271,98","-8,56","-8,56","-8,56","-3,47%"
"09.07.2018","281,77","-9,87","-9,87","-9,87","-2,67%"
"06.07.2018","289,51","-9,38","-9,38","-9,38","-2,97%"
"05.07.2018","298,36","-9,09","-9,09","-9,09","1,01%"
"04.07.2018","295,38","-8,73","-8,73","-8,73","26,65%"
"03.07.2018","233,22","-8,81","-8,81","-8,81","-19,97%"
"02.07.2018","291,40","-8,77","-8,77","-8,77","-2,00%"
"29.06.2018","297,34","-9,09","-9,09","-9,09","-0,64%"
"28.06.2018","299,27","-8,71","-8,71","-8,71","-1,29%"
"27.06.2018","303,19","-8,72","-8,72","-8,72","-0,32%"
"26.06.2018","304,15","-8,47","-8,47","-8,47","4,75%"
"25.06.2018","290,36","-8,44","-8,44","-8,44","-5,76%"
"22.06.2018","308,11","-9,14","-9,14","-9,14","-1,55%"
"21.06.2018","312,96","-8,35","-8,35","-8,35","-3,59%"
"20.06.2018","324,60","-8,11","-8,11","-8,11","0,96%"
"19.06.2018","321,50","-7,56","-7,56","-7,56","3,43%"
"18.06.2018","310,83","-7,64","-7,64","-7,64","4,94%"
"15.06.2018","296,20","-8,13","-8,13","-8,13","-0,95%"
"14.06.2018","299,05","-8,85","-8,85","-8,85","2,30%"
"13.06.2018","292,34","-8,66","-8,66","-8,66","5,30%"
"12.06.2018","277,62","-9,06","-9,06","-9,06","2,50%"
"11.06.2018","270,84","-9,75","-9,75","-9,75","2,23%"
"08.06.2018","264,94","-10,05","-10,05","-10,05","-3,90%"
"07.06.2018","275,68","-10,40","-10,40","-10,40","0,00%"
"06.06.2018","275,68","-9,89","-9,89","-9,89","1,10%"
"05.06.2018","272,68","-9,88","-9,88","-9,88","-2,13%"
"04.06.2018","278,61","-10,03","-10,03","-10,03","3,61%"
"01.06.2018","268,89","-9,71","-9,71","-9,71","6,60%"
"31.05.2018","252,24","-10,31","-10,31","-10,31","0,37%"
"30.05.2018","251,31","-11,06","-11,06","-11,06","-4,40%"
"29.05.2018","262,89","-11,16","-11,16","-11,16","-0,06%"
"28.05.2018","263,05","-10,54","-10,54","-10,54","-1,08%"
"25.05.2018","265,92","-10,54","-10,54","-10,54","-5,15%"
"24.05.2018","280,35","-10,26","-10,26","-10,26","1,35%"
"23.05.2018","276,62","-9,75","-9,75","-9,75","-3,10%"
"22.05.2018","285,46","-9,86","-9,86","-9,86","2,79%"
"21.05.2018","277,71","-9,37","-9,37","-9,37","3,67%"
"18.05.2018","267,89","-9,86","-9,86","-9,86","4,97%"
"17.05.2018","255,20","-10,29","-10,29","-10,29","-3,68%"
"16.05.2018","264,95","-10,91","-10,91","-10,91","13,33%"
"15.05.2018","233,78","-10,53","-10,53","-10,53","0,04%"
"14.05.2018","233,68","-12,01","-12,01","-12,01","1,73%"
"11.05.2018","229,71","-11,99","-11,99","-11,99","-5,97%"
"10.05.2018","244,30","-12,24","-12,24","-12,24","-1,59%"
"09.05.2018","248,24","-11,56","-11,56","-11,56","7,63%"
"08.05.2018","230,65","-11,40","-11,40","-11,40","0,01%"
"07.05.2018","230,62","-12,27","-12,27","-12,27","4,42%"
"04.05.2018","220,86","-12,28","-12,28","-12,28","16,43%"
"03.05.2018","189,70","-12,71","-12,71","-12,71","-4,41%"
"02.05.2018","198,46","-13,31","-13,31","-13,31","1,99%"
"01.05.2018","194,58","-13,83","-13,83","-13,83","0,51%"
"30.04.2018","193,60","-14,11","-14,11","-14,11","1,04%"
"27.04.2018","191,61","-14,12","-14,12","-14,12","-1,01%"
"26.04.2018","193,56","-14,24","-14,24","-14,24","0,50%"
"25.04.2018","192,60","-14,12","-14,12","-14,12","-0,73%"
"24.04.2018","194,02","-14,21","-14,21","-14,21","0,23%"
"23.04.2018","193,57","-14,15","-14,15","-14,15","0,02%"
"20.04.2018","193,53","-14,14","-14,14","-14,14","1,02%"
"19.04.2018","191,58","-14,21","-14,21","-14,21","-6,22%"
"18.04.2018","204,28","-14,30","-14,30","-14,30","0,03%"
"17.04.2018","204,22","-13,73","-13,73","-13,73","1,94%"
"16.04.2018","200,33","-13,73","-13,73","-13,73","-0,47%"
"13.04.2018","201,27","-13,93","-13,93","-13,93","-3,74%"
"12.04.2018","209,10","-13,93","-13,93","-13,93","2,01%"
"11.04.2018","204,98","-13,47","-13,47","-13,47","-0,02%"
"10.04.2018","205,03","-13,60","-13,60","-13,60","3,95%"
"09.04.2018","197,23","-13,73","-13,73","-13,73","2,05%"
"06.04.2018","193,27","-14,16","-14,16","-14,16","0,46%"
"05.04.2018","192,39","-14,33","-14,33","-14,33","0,79%"
"04.04.2018","190,89","-14,36","-14,36","-14,36","-0,27%"
"03.04.2018","191,41","-14,50","-14,50","-14,50","-0,02%"
"02.04.2018","191,44","-14,49","-14,49","-14,49","0,02%"
"30.03.2018","191,40","-14,49","-14,49","-14,49","0,00%"
"29.03.2018","191,40","-14,52","-14,52","-14,52","-2,97%"
"28.03.2018","197,26","-14,03","-14,03","-14,03","0,00%"
"27.03.2018","197,26","-14,25","-14,25","-14,25","0,00%"
"26.03.2018","197,26","-14,09","-14,09","-14,09","17,21%"
"23.03.2018","168,29","-14,22","-14,22","-14,22","0,00%"
"22.03.2018","168,29","-14,47","-14,47","-14,47","0,00%"
"21.03.2018","168,29","-14,64","-14,64","-14,64","0,00%"
"20.03.2018","168,29","-14,41","-14,41","-14,41","0,00%"
"19.03.2018","168,29","-15,11","-15,11","-15,11","0,00%"
"16.03.2018","168,29","-14,08","-14,08","-14,08","0,00%"
"15.03.2018","168,29","-14,26","-14,26","-14,26","-1,71%"
"14.03.2018","171,21","-14,32","-14,32","-14,32","1,74%"
"13.03.2018","168,29","-14,30","-14,30","-14,30","0,00%"
"12.03.2018","168,29","-14,52","-14,52","-14,52","1,73%"
"09.03.2018","165,42","-14,62","-14,62","-14,62","-1,71%"
"08.03.2018","168,29","-14,54","-14,54","-14,54","0,00%"
"07.03.2018","168,29","-14,57","-14,57","-14,57","0,00%"
"06.03.2018","168,29","-14,59","-14,59","-14,59","0,00%"
"05.03.2018","168,29","-14,39","-14,39","-14,39","-3,17%"
"02.03.2018","173,80","-14,29","-14,29","-14,29","3,27%"
"01.03.2018","168,29","-14,56","-14,56","-14,56","-0,01%"
"28.02.2018","168,30","-14,68","-14,68","-14,68","2,37%"
"27.02.2018","164,41","-14,70","-14,70","-14,70","-1,75%"
"26.02.2018","167,34","-14,71","-14,71","-14,71","-1,69%"
"23.02.2018","170,22","-14,51","-14,51","-14,51","1,16%"
"22.02.2018","168,26","-14,64","-14,64","-14,64","0,56%"
"21.02.2018","167,32","-14,76","-14,76","-14,76","1,14%"
"20.02.2018","165,43","-14,54","-14,54","-14,54","1,84%"
"19.02.2018","162,44","-14,96","-14,96","-14,96","-1.187,28%"
"16.02.2018","-14,94","-14,94","-14,94","-14,94","3,03%"
"15.02.2018","-14,50","-14,50","-14,50","-14,50","1,68%"
"14.02.2018","-14,26","-14,26","-14,26","-14,26","0,85%"
"13.02.2018","-14,14","-14,14","-14,14","-14,14","-1,87%"
"12.02.2018","-14,41","-14,41","-14,41","-14,41","2,20%"
"09.02.2018","-14,10","-14,10","-14,10","-14,10","-3,16%"
"08.02.2018","-14,56","-14,56","-14,56","-14,56","-2,80%"
"07.02.2018","-14,98","-14,98","-14,98","-14,98","1,22%"
"06.02.2018","-14,80","-14,80","-14,80","-14,80","-0,67%"
"05.02.2018","-14,90","-14,90","-14,90","-14,90","-0,27%"
"02.02.2018","-14,94","-14,94","-14,94","-14,94","-1,71%"
"01.02.2018","-15,20","-15,20","-15,20","-15,20","1,47%"
"31.01.2018","-14,98","-14,98","-14,98","-14,98","0,67%"
"30.01.2018","-14,88","-14,88","-14,88","-14,88","-0,60%"
"29.01.2018","-14,97","-14,97","-14,97","-14,97","-1,19%"
"26.01.2018","-15,15","-15,15","-15,15","-15,15","0,00%"
"25.01.2018","-15,15","-15,15","-15,15","-15,15","-0,33%"
"24.01.2018","-15,20","-15,20","-15,20","-15,20","0,07%"
"23.01.2018","-15,19","-15,19","-15,19","-15,19","0,00%"
"22.01.2018","-15,19","-15,19","-15,19","-15,19","1,33%"
"19.01.2018","-14,99","-14,99","-14,99","-14,99","-1,77%"
"18.01.2018","-15,26","-15,26","-15,26","-15,26","-0,13%"
"17.01.2018","-15,28","-15,28","-15,28","-15,28","-1,04%"
"16.01.2018","-15,44","-15,44","-15,44","-15,44","-1,40%"
"15.01.2018","-15,66","-15,66","-15,66","-15,66","-0,38%"
"12.01.2018","-15,72","-15,72","-15,72","-15,72","1,29%"
"11.01.2018","-15,52","-15,52","-15,52","-15,52","0,98%"
"10.01.2018","-15,37","-15,37","-15,37","-15,37","-0,19%"
"09.01.2018","-15,40","-15,40","-15,40","-15,40","-0,71%"
"08.01.2018","-15,51","-15,51","-15,51","-15,51","-1,08%"
"05.01.2018","-15,68","-15,68","-15,68","-15,68","0,38%"
"04.01.2018","-15,62","-15,62","-15,62","-15,62","0,45%"
"03.01.2018","-15,55","-15,55","-15,55","-15,55","0,39%"
"02.01.2018","-15,49","-15,49","-15,49","-15,49","1,24%"
"01.01.2018","-15,30","-15,30","-15,30","-15,30","-0,07%"
"29.12.2017","-15,31","-15,31","-15,31","-15,31","-0,07%"
"28.12.2017","-15,32","-15,32","-15,32","-15,32","0,39%"
"27.12.2017","-15,26","-15,26","-15,26","-15,26","-0,13%"
"26.12.2017","-15,28","-15,28","-15,28","-15,28","0,00%"
"25.12.2017","-15,28","-15,28","-15,28","-15,28","-0,07%"
"22.12.2017","-15,29","-15,29","-15,29","-15,29","-0,20%"
"21.12.2017","-15,32","-15,32","-15,32","-15,32","0,13%"
"20.12.2017","-15,30","-15,30","-15,30","-15,30","0,39%"
"19.12.2017","-15,24","-15,24","-15,24","-15,24","-0,65%"
"18.12.2017","-15,34","-15,34","-15,34","-15,34","2,06%"
"15.12.2017","-15,03","-15,03","-15,03","-15,03","1,14%"
"14.12.2017","-14,86","-14,86","-14,86","-14,86","-1,39%"
"13.12.2017","-15,07","-15,07","-15,07","-15,07","1,69%"
"12.12.2017","-14,82","-14,82","-14,82","-14,82","0,82%"
"11.12.2017","-14,70","-14,70","-14,70","-14,70","0,27%"
"08.12.2017","-14,66","-14,66","-14,66","-14,66","0,89%"
"07.12.2017","-14,53","-14,53","-14,53","-14,53","-0,48%"
"06.12.2017","-14,60","-14,60","-14,60","-14,60","-0,21%"
"05.12.2017","-14,63","-14,63","-14,63","-14,63","4,72%"
"04.12.2017","-13,97","-13,97","-13,97","-13,97","0,43%"
"01.12.2017","-13,91","-13,91","-13,91","-13,91","-0,57%"
"30.11.2017","-13,99","-13,99","-13,99","-13,99","2,34%"
"29.11.2017","-13,67","-13,67","-13,67","-13,67","-0,29%"
"28.11.2017","-13,71","-13,71","-13,71","-13,71","-2,14%"
"27.11.2017","-14,01","-14,01","-14,01","-14,01","2,34%"
"24.11.2017","-13,69","-13,69","-13,69","-13,69","-0,29%"
"23.11.2017","-13,73","-13,73","-13,73","-13,73","1,48%"
"22.11.2017","-13,53","-13,53","-13,53","-13,53","3,52%"
"21.11.2017","-13,07","-13,07","-13,07","-13,07","-0,68%"
"20.11.2017","-13,16","-13,16","-13,16","-13,16","-3,52%"
"17.11.2017","-13,64","-13,64","-13,64","-13,64","-2,08%"
"16.11.2017","-13,93","-13,93","-13,93","-13,93","2,96%"
"15.11.2017","-13,53","-13,53","-13,53","-13,53","1,12%"
"14.11.2017","-13,38","-13,38","-13,38","-13,38","-0,07%"
"13.11.2017","-13,39","-13,39","-13,39","-13,39","-0,89%"
"10.11.2017","-13,51","-13,51","-13,51","-13,51","-0,95%"
"09.11.2017","-13,64","-13,64","-13,64","-13,64","-0,44%"
"08.11.2017","-13,70","-13,70","-13,70","-13,70","-0,87%"
"07.11.2017","-13,82","-13,82","-13,82","-13,82","-3,15%"
"06.11.2017","-14,27","-14,27","-14,27","-14,27","0,63%"
"03.11.2017","-14,18","-14,18","-14,18","-14,18","-3,14%"
"02.11.2017","-14,64","-14,64","-14,64","-14,64","-1,15%"
"01.11.2017","-14,81","-14,81","-14,81","-14,81","-0,87%"
"31.10.2017","-14,94","-14,94","-14,94","-14,94","-0,93%"
"30.10.2017","-15,08","-15,08","-15,08","-15,08","1,62%"
"27.10.2017","-14,84","-14,84","-14,84","-14,84","0,88%"
"26.10.2017","-14,71","-14,71","-14,71","-14,71","-3,16%"
"25.10.2017","-15,19","-15,19","-15,19","-15,19","-0,33%"
"24.10.2017","-15,24","-15,24","-15,24","-15,24","-1,61%"
"23.10.2017","-15,49","-15,49","-15,49","-15,49","-1,21%"
"20.10.2017","-15,68","-15,68","-15,68","-15,68","-0,51%"
"19.10.2017","-15,76","-15,76","-15,76","-15,76","0,57%"
"18.10.2017","-15,67","-15,67","-15,67","-15,67","0,97%"
"17.10.2017","-15,52","-15,52","-15,52","-15,52","-0,45%"
"16.10.2017","-15,59","-15,59","-15,59","-15,59","0,65%"
"13.10.2017","-15,49","-15,49","-15,49","-15,49","-0,51%"
"12.10.2017","-15,57","-15,57","-15,57","-15,57","0,26%"
"11.10.2017","-15,53","-15,53","-15,53","-15,53","1,04%"
"10.10.2017","-15,37","-15,37","-15,37","-15,37","2,33%"
"09.10.2017","-15,02","-15,02","-15,02","-15,02","-3,84%"
"06.10.2017","-15,62","-15,62","-15,62","-15,62","-0,95%"
"05.10.2017","-15,77","-15,77","-15,77","-15,77","0,90%"
"04.10.2017","-15,63","-15,63","-15,63","-15,63","1,03%"
"03.10.2017","-15,47","-15,47","-15,47","-15,47","0,32%"
"02.10.2017","-15,42","-15,42","-15,42","-15,42","1,51%"
"29.09.2017","-15,19","-15,19","-15,19","-15,19","0,46%"
"28.09.2017","-15,12","-15,12","-15,12","-15,12","1,27%"
"27.09.2017","-14,93","-14,93","-14,93","-14,93","-0,13%"
"26.09.2017","-14,95","-14,95","-14,95","-14,95","0,74%"
"25.09.2017","-14,84","-14,84","-14,84","-14,84","-3,20%"
"22.09.2017","-15,33","-15,33","-15,33","-15,33","1,39%"
"21.09.2017","-15,12","-15,12","-15,12","-15,12","-1,37%"
"20.09.2017","-15,33","-15,33","-15,33","-15,33","-6,47%"
"19.09.2017","-16,39","-16,39","-16,39","-16,39","8,18%"
"18.09.2017","-15,15","-15,15","-15,15","-15,15","0,00%"
"15.09.2017","-15,15","-15,15","-15,15","-15,15","0,13%"
"14.09.2017","-15,13","-15,13","-15,13","-15,13","0,00%"
"13.09.2017","-15,13","-15,13","-15,13","-15,13","-0,39%"
"12.09.2017","-15,19","-15,19","-15,19","-15,19","-0,91%"
"11.09.2017","-15,33","-15,33","-15,33","-15,33","0,86%"
"08.09.2017","-15,20","-15,20","-15,20","-15,20","-0,59%"
"07.09.2017","-15,29","-15,29","-15,29","-15,29","0,20%"
"06.09.2017","-15,26","-15,26","-15,26","-15,26","-0,59%"
"05.09.2017","-15,35","-15,35","-15,35","-15,35","-0,39%"
"04.09.2017","-15,41","-15,41","-15,41","-15,41","-0,06%"
"01.09.2017","-15,42","-15,42","-15,42","-15,42","0,26%"
"31.08.2017","-15,38","-15,38","-15,38","-15,38","1,99%"
"30.08.2017","-15,08","-15,08","-15,08","-15,08","1,41%"
"29.08.2017","-14,87","-14,87","-14,87","-14,87","1,09%"
"28.08.2017","-14,71","-14,71","-14,71","-14,71","-0,94%"
"25.08.2017","-14,85","-14,85","-14,85","-14,85","0,34%"
"24.08.2017","-14,80","-14,80","-14,80","-14,80","-0,20%"
"23.08.2017","-14,83","-14,83","-14,83","-14,83","0,20%"
"22.08.2017","-14,80","-14,80","-14,80","-14,80","0,95%"
"21.08.2017","-14,66","-14,66","-14,66","-14,66","0,62%"
"18.08.2017","-14,57","-14,57","-14,57","-14,57","-1,42%"
"17.08.2017","-14,78","-14,78","-14,78","-14,78","-0,40%"
"16.08.2017","-14,84","-14,84","-14,84","-14,84","-0,27%"
"15.08.2017","-14,88","-14,88","-14,88","-14,88","0,47%"
"14.08.2017","-14,81","-14,81","-14,81","-14,81","1,72%"
"11.08.2017","-14,56","-14,56","-14,56","-14,56","-0,48%"
"10.08.2017","-14,63","-14,63","-14,63","-14,63","-1,68%"
"09.08.2017","-14,88","-14,88","-14,88","-14,88","-1,20%"
"08.08.2017","-15,06","-15,06","-15,06","-15,06","0,60%"
"07.08.2017","-14,97","-14,97","-14,97","-14,97","0,07%"
"04.08.2017","-14,96","-14,96","-14,96","-14,96","0,54%"
"03.08.2017","-14,88","-14,88","-14,88","-14,88","1,36%"
"02.08.2017","-14,68","-14,68","-14,68","-14,68","0,14%"
"01.08.2017","-14,66","-14,66","-14,66","-14,66","0,96%"
"31.07.2017","-14,52","-14,52","-14,52","-14,52","-0,21%"
"28.07.2017","-14,55","-14,55","-14,55","-14,55","-0,07%"
"27.07.2017","-14,56","-14,56","-14,56","-14,56","0,07%"
"26.07.2017","-14,55","-14,55","-14,55","-14,55","1,46%"
"25.07.2017","-14,34","-14,34","-14,34","-14,34","-1,17%"
"24.07.2017","-14,51","-14,51","-14,51","-14,51","-0,96%"
"21.07.2017","-14,65","-14,65","-14,65","-14,65","0,41%"
"20.07.2017","-14,59","-14,59","-14,59","-14,59","0,69%"
"19.07.2017","-14,49","-14,49","-14,49","-14,49","0,76%"
"18.07.2017","-14,38","-14,38","-14,38","-14,38","0,00%"
"17.07.2017","-14,38","-14,38","-14,38","-14,38","0,63%"
"14.07.2017","-14,29","-14,29","-14,29","-14,29","0,63%"
"13.07.2017","-14,20","-14,20","-14,20","-14,20","1,14%"
"12.07.2017","-14,04","-14,04","-14,04","-14,04","1,89%"
"11.07.2017","-13,78","-13,78","-13,78","-13,78","0,80%"
"10.07.2017","-13,67","-13,67","-13,67","-13,67","1,56%"
"07.07.2017","-13,46","-13,46","-13,46","-13,46","-0,88%"
"06.07.2017","-13,58","-13,58","-13,58","-13,58","-0,80%"
"05.07.2017","-13,69","-13,69","-13,69","-13,69","-2,00%"
"04.07.2017","-13,97","-13,97","-13,97","-13,97","-0,07%"
"03.07.2017","-13,98","-13,98","-13,98","-13,98","-0,85%"
"30.06.2017","-14,10","-14,10","-14,10","-14,10","-1,12%"
"29.06.2017","-14,26","-14,26","-14,26","-14,26","-0,83%"
"28.06.2017","-14,38","-14,38","-14,38","-14,38","-0,55%"
"27.06.2017","-14,46","-14,46","-14,46","-14,46","-0,55%"
"26.06.2017","-14,54","-14,54","-14,54","-14,54","0,28%"
"23.06.2017","-14,50","-14,50","-14,50","-14,50","0,07%"
"22.06.2017","-14,49","-14,49","-14,49","-14,49","1,33%"
"21.06.2017","-14,30","-14,30","-14,30","-14,30","0,42%"
"20.06.2017","-14,24","-14,24","-14,24","-14,24","-1,93%"
"19.06.2017","-14,52","-14,52","-14,52","-14,52","-0,75%"
"16.06.2017","-14,63","-14,63","-14,63","-14,63","-0,54%"
"15.06.2017","-14,71","-14,71","-14,71","-14,71","-2,19%"
"14.06.2017","-15,04","-15,04","-15,04","-15,04","2,17%"
"13.06.2017","-14,72","-14,72","-14,72","-14,72","1,03%"
"12.06.2017","-14,57","-14,57","-14,57","-14,57","1,75%"
"09.06.2017","-14,32","-14,32","-14,32","-14,32","0,14%"
"08.06.2017","-14,30","-14,30","-14,30","-14,30","-0,42%"
"07.06.2017","-14,36","-14,36","-14,36","-14,36","-1,24%"
"06.06.2017","-14,54","-14,54","-14,54","-14,54","0,21%"
"05.06.2017","-14,51","-14,51","-14,51","-14,51","1,11%"
"02.06.2017","-14,35","-14,35","-14,35","-14,35","0,00%"
"01.06.2017","-14,35","-14,35","-14,35","-14,35","0,56%"
"31.05.2017","-14,27","-14,27","-14,27","-14,27","-0,28%"
"30.05.2017","-14,31","-14,31","-14,31","-14,31","-0,49%"
"29.05.2017","-14,38","-14,38","-14,38","-14,38","0,00%"
"26.05.2017","-14,38","-14,38","-14,38","-14,38","-0,14%"
"25.05.2017","-14,40","-14,40","-14,40","-14,40","1,48%"
"24.05.2017","-14,19","-14,19","-14,19","-14,19","0,92%"
"23.05.2017","-14,06","-14,06","-14,06","-14,06","0,86%"
"22.05.2017","-13,94","-13,94","-13,94","-13,94","1,46%"
"19.05.2017","-13,74","-13,74","-13,74","-13,74","2,46%"
"18.05.2017","-13,41","-13,41","-13,41","-13,41","-2,90%"
"17.05.2017","-13,81","-13,81","-13,81","-13,81","-2,26%"
"16.05.2017","-14,13","-14,13","-14,13","-14,13","0,71%"
"15.05.2017","-14,03","-14,03","-14,03","-14,03","1,08%"
"12.05.2017","-13,88","-13,88","-13,88","-13,88","-1,07%"
"11.05.2017","-14,03","-14,03","-14,03","-14,03","0,21%"
"10.05.2017","-14,00","-14,00","-14,00","-14,00","0,21%"
"09.05.2017","-13,97","-13,97","-13,97","-13,97","-0,71%"
"08.05.2017","-14,07","-14,07","-14,07","-14,07","-0,07%"
"05.05.2017","-14,08","-14,08","-14,08","-14,08","-0,14%"
"04.05.2017","-14,10","-14,10","-14,10","-14,10","-1,67%"
"03.05.2017","-14,34","-14,34","-14,34","-14,34","-0,14%"
"02.05.2017","-14,36","-14,36","-14,36","-14,36","2,28%"
"01.05.2017","-14,04","-14,04","-14,04","-14,04","-0,14%"
"28.04.2017","-14,06","-14,06","-14,06","-14,06","1,74%"
"27.04.2017","-13,82","-13,82","-13,82","-13,82","2,75%"
"26.04.2017","-13,45","-13,45","-13,45","-13,45","0,98%"
"25.04.2017","-13,32","-13,32","-13,32","-13,32","-0,08%"
"24.04.2017","-13,33","-13,33","-13,33","-13,33","3,25%"
"21.04.2017","-12,91","-12,91","-12,91","-12,91","-0,39%"
"20.04.2017","-12,96","-12,96","-12,96","-12,96","0,70%"
"19.04.2017","-12,87","-12,87","-12,87","-12,87","-0,46%"
"18.04.2017","-12,93","-12,93","-12,93","-12,93","0,70%"
"17.04.2017","-12,84","-12,84","-12,84","-12,84","0,00%"
"14.04.2017","-12,84","-12,84","-12,84","-12,84","-0,23%"
"13.04.2017","-12,87","-12,87","-12,87","-12,87","1,02%"
"12.04.2017","-12,74","-12,74","-12,74","-12,74","0,87%"
"11.04.2017","-12,63","-12,63","-12,63","-12,63","-0,32%"
"10.04.2017","-12,67","-12,67","-12,67","-12,67","-0,86%"
"07.04.2017","-12,78","-12,78","-12,78","-12,78","0,31%"
"06.04.2017","-12,74","-12,74","-12,74","-12,74","-1,01%"
"05.04.2017","-12,87","-12,87","-12,87","-12,87","0,70%"
"04.04.2017","-12,78","-12,78","-12,78","-12,78","1,11%"
"03.04.2017","-12,64","-12,64","-12,64","-12,64","0,48%"
"31.03.2017","-12,58","-12,58","-12,58","-12,58","-0,63%"
"30.03.2017","-12,66","-12,66","-12,66","-12,66","0,56%"
"29.03.2017","-12,59","-12,59","-12,59","-12,59","-1,18%"
"28.03.2017","-12,74","-12,74","-12,74","-12,74","0,31%"
"27.03.2017","-12,70","-12,70","-12,70","-12,70","-1,63%"
"24.03.2017","-12,91","-12,91","-12,91","-12,91","0,62%"
"23.03.2017","-12,83","-12,83","-12,83","-12,83","1,26%"
"22.03.2017","-12,67","-12,67","-12,67","-12,67","-2,99%"
"21.03.2017","-13,06","-13,06","-13,06","-13,06","2,11%"
"20.03.2017","-12,79","-12,79","-12,79","-12,79","-5,61%"
"17.03.2017","-13,55","-13,55","-13,55","-13,55","11,25%"
"16.03.2017","-12,18","-12,18","-12,18","-12,18","3,22%"
"15.03.2017","-11,80","-11,80","-11,80","-11,80","1,64%"
"14.03.2017","-11,61","-11,61","-11,61","-11,61","-1,11%"
"13.03.2017","-11,74","-11,74","-11,74","-11,74","-1,01%"
"10.03.2017","-11,86","-11,86","-11,86","-11,86","3,13%"
"09.03.2017","-11,50","-11,50","-11,50","-11,50","-2,29%"
"08.03.2017","-11,77","-11,77","-11,77","-11,77","-1,09%"
"07.03.2017","-11,90","-11,90","-11,90","-11,90","3,75%"
"06.03.2017","-11,47","-11,47","-11,47","-11,47","0,17%"
"03.03.2017","-11,45","-11,45","-11,45","-11,45","0,35%"
"02.03.2017","-11,41","-11,41","-11,41","-11,41","0,18%"
"01.03.2017","-11,39","-11,39","-11,39","-11,39","-1,47%"
"28.02.2017","-11,56","-11,56","-11,56","-11,56","-2,03%"
